"id","name","known_for","country","latitude","longitude","created_at","updated_at","airport_code","gmt","city_iata_code","country_iso2","airport_name","country_name","timezone"
9375,Copernicus Airport,,Poland,51.10482,16.899403,2021-03-04 22:16:48,2021-03-04 22:16:48,WRO,"1",WRO,PL,Copernicus Airport,Poland,Europe/Warsaw
9376,Westray,,United Kingdom,59.35,-2.95,2021-03-04 22:16:48,2021-03-04 22:16:48,WRY,,WRY,GB,Westray,United Kingdom,Europe/London
9377,Vatry International,,France,48.767776,4.201111,2021-03-04 22:16:48,2021-03-04 22:16:48,XCR,"1",PAR,FR,Vatry International,France,Europe/Paris
9378,Finkenwerder,,Germany,52.535835,9.836945,2021-03-04 22:16:48,2021-03-04 22:16:48,XFW,"1",HAM,DE,Finkenwerder,Germany,Europe/Berlin
9379,Jerez De La Frontera,,Spain,36.750614,-6.064535,2021-03-04 22:16:48,2021-03-04 22:16:48,XRY,"1",XRY,ES,Jerez De La Frontera,Spain,Europe/Madrid
9380,Yenisehir,,Turkey,40.233334,29.55,2021-03-04 22:16:48,2021-03-04 22:16:48,YEI,"3",YEI,TR,Yenisehir,Turkey,Europe/Istanbul
9381,Yeovilton,,United Kingdom,51.016666,-2.55,2021-03-04 22:16:48,2021-03-04 22:16:48,YEO,,YEO,GB,Yeovilton,United Kingdom,Europe/London
9382,Ylivieska,,Finland,64.05444,24.72889,2021-03-04 22:16:48,2021-03-04 22:16:48,YLI,"2",YLI,FI,Ylivieska,Finland,Europe/Helsinki
9383,Zadar,,Croatia,44.09778,15.356667,2021-03-04 22:16:49,2021-03-04 22:16:49,ZAD,"1",ZAD,HR,Zadar,Croatia,Europe/Zagreb
9384,Pleso,,Croatia,45.733242,16.06152,2021-03-04 22:16:49,2021-03-04 22:16:49,ZAG,"1",ZAG,HR,Pleso,Croatia,Europe/Zagreb
9385,Laberandie,,France,44.45,1.45,2021-03-04 22:16:49,2021-03-04 22:16:49,ZAO,"1",ZAO,FR,Laberandie,France,Europe/Paris
9386,Zaragoza,,Spain,41.66386,-1.007466,2021-03-04 22:16:49,2021-03-04 22:16:49,ZAZ,"1",ZAZ,ES,Zaragoza,Spain,Europe/Madrid
9387,Dolni Benesov,,Czech Republic,49.88333,16.866667,2021-03-04 22:16:49,2021-03-04 22:16:49,ZBE,"1",ZBE,CZ,Dolni Benesov,Czech Republic,Europe/Prague
9388,Zurich,,Switzerland,47.450603,8.561746,2021-03-04 22:16:49,2021-03-04 22:16:49,ZRH,"1",ZRH,CH,Zurich,Switzerland,Europe/Zurich
9389,Zakinthos International Airport,,Greece,37.755833,20.888332,2021-03-04 22:16:49,2021-03-04 22:16:49,ZTH,"2",ZTH,GR,Zakinthos International Airport,Greece,Europe/Athens
9390,Zhitomir Airport,,Ukraine,50.25,28.65,2021-03-04 22:16:49,2021-03-04 22:16:49,ZTR,"2",ZTR,UA,Zhitomir Airport,Ukraine,Europe/Kiev
