"id","name","known_for","country","latitude","longitude","created_at","updated_at","airport_code","gmt","city_iata_code","country_iso2","airport_name","country_name","timezone"
8678,Sindal,,Denmark,57.483334,10.216667,2021-03-04 22:16:26,2021-03-04 22:16:26,CNL,"1",CNL,DK,Sindal,Denmark,Europe/Copenhagen
8679,Covilha,,Portugal,40.283333,-7.5,2021-03-04 22:16:26,2021-03-04 22:16:26,COV,,COV,PT,Covilha,Portugal,Europe/Lisbon
8680,Kastrup,,Denmark,55.62905,12.647601,2021-03-04 22:16:26,2021-03-04 22:16:26,CPH,"1",CPH,DK,Kastrup,Denmark,Europe/Copenhagen
8681,Calais,,France,50.95,1.933333,2021-03-04 22:16:26,2021-03-04 22:16:26,CQF,"1",CQF,FR,Calais,France,Europe/Paris
8682,Craiova,,Romania,44.31889,23.886389,2021-03-04 22:16:26,2021-03-04 22:16:26,CRA,"2",CRA,RO,Craiova,Romania,Europe/Bucharest
8683,Charleroi Brussels South,,Belgium,50.456696,4.451703,2021-03-04 22:16:26,2021-03-04 22:16:26,CRL,"1",BRU,BE,Charleroi Brussels South,Belgium,Europe/Brussels
8684,Crotone,,Italy,39.0,17.083332,2021-03-04 22:16:26,2021-03-04 22:16:26,CRV,"1",CRV,IT,Crotone,Italy,Europe/Rome
8685,Isle Of Colonsay,,United Kingdom,56.083332,-6.2,2021-03-04 22:16:26,2021-03-04 22:16:26,CSA,,CSA,GB,Isle Of Colonsay,United Kingdom,Europe/London
8686,Caransebes,,Romania,45.416668,22.216667,2021-03-04 22:16:26,2021-03-04 22:16:26,CSB,"2",CSB,RO,Caransebes,Romania,Europe/Bucharest
8687,Solovky,,Russia,65.02944,35.733334,2021-03-04 22:16:26,2021-03-04 22:16:26,CSH,"3",CSH,RU,Solovky,Russia,Europe/Moscow
8688,Cheboksary,,Russia,56.13333,47.266666,2021-03-04 22:16:26,2021-03-04 22:16:26,CSY,"3",CSY,RU,Cheboksary,Russia,Europe/Moscow
8689,Fontanarossa,,Italy,37.47066,15.065877,2021-03-04 22:16:26,2021-03-04 22:16:26,CTA,"1",CTA,IT,Fontanarossa,Italy,Europe/Rome
8690,Le Castellet,,France,43.25,5.783333,2021-03-04 22:16:26,2021-03-04 22:16:26,CTT,"1",CTT,FR,Le Castellet,France,Europe/Paris
8691,Levaldigi,,Italy,44.53528,7.6175,2021-03-04 22:16:26,2021-03-04 22:16:26,CUF,"1",CUF,IT,Levaldigi,Italy,Europe/Rome
8692,West Midlands International,,United Kingdom,52.369167,-1.478611,2021-03-04 22:16:26,2021-03-04 22:16:26,CVT,,CVT,GB,West Midlands International,United Kingdom,Europe/London
8693,Chernovtsy,,Ukraine,48.266666,25.966667,2021-03-04 22:16:26,2021-03-04 22:16:26,CWC,"2",CWC,UA,Chernovtsy,Ukraine,Europe/Kiev
8694,Cardiff,,United Kingdom,51.39877,-3.339075,2021-03-04 22:16:26,2021-03-04 22:16:26,CWL,,CWL,GB,Cardiff,United Kingdom,Europe/London
8695,Dubrovnik,,Croatia,42.56072,18.260616,2021-03-04 22:16:26,2021-03-04 22:16:26,DBV,"1",DBV,HR,Dubrovnik,Croatia,Europe/Zagreb
8696,Mazamet,,France,43.555832,2.284167,2021-03-04 22:16:26,2021-03-04 22:16:26,DCM,"1",DCM,FR,Mazamet,France,Europe/Paris
8697,Debrecen,,Hungary,47.55,21.7,2021-03-04 22:16:26,2021-03-04 22:16:26,DEB,"1",DEB,HU,Debrecen,Hungary,Europe/Budapest
8698,Daugavpils,,Latvia,55.88333,26.533333,2021-03-04 22:16:27,2021-03-04 22:16:27,DGP,"2",DGP,LV,Daugavpils,Latvia,Europe/Riga
8699,De Kooy/Den Helder Airport,,Netherlands,52.95,4.75,2021-03-04 22:16:27,2021-03-04 22:16:27,DHR,"1",DHR,NL,De Kooy/Den Helder Airport,Netherlands,Europe/Amsterdam
8700,Dijon,,France,47.270832,5.088889,2021-03-04 22:16:27,2021-03-04 22:16:27,DIJ,"1",DIJ,FR,Dijon,France,Europe/Paris
8701,Diyarbakir,,Turkey,37.903873,40.20458,2021-03-04 22:16:27,2021-03-04 22:16:27,DIY,"3",DIY,TR,Diyarbakir,Turkey,Europe/Istanbul
8702,Tavaux,,France,47.05,5.433333,2021-03-04 22:16:27,2021-03-04 22:16:27,DLE,"1",DLE,FR,Tavaux,France,Europe/Paris
8703,Dalaman,,Turkey,36.716667,28.783333,2021-03-04 22:16:27,2021-03-04 22:16:27,DLM,"3",DLM,TR,Dalaman,Turkey,Europe/Istanbul
8704,Domodedovo,,Russia,55.414566,37.899494,2021-03-04 22:16:27,2021-03-04 22:16:27,DME,"3",MOW,RU,Domodedovo,Russia,Europe/Moscow
8705,Dundee,,United Kingdom,56.45409,-3.014531,2021-03-04 22:16:27,2021-03-04 22:16:27,DND,,DND,GB,Dundee,United Kingdom,Europe/London
8706,Dnepropetrovsk,,Ukraine,48.36874,35.09446,2021-03-04 22:16:27,2021-03-04 22:16:27,DNK,"2",DNK,UA,Dnepropetrovsk,Ukraine,Europe/Kiev
8707,Pleurtuit,,France,48.587776,-2.083611,2021-03-04 22:16:27,2021-03-04 22:16:27,DNR,"1",DNR,FR,Pleurtuit,France,Europe/Paris
8708,Cardak,,Turkey,37.787224,29.703333,2021-03-04 22:16:27,2021-03-04 22:16:27,DNZ,"3",DNZ,TR,Cardak,Turkey,Europe/Istanbul
8709,Donetsk International Airport,,Ukraine,48.083332,37.75,2021-03-04 22:16:27,2021-03-04 22:16:27,DOK,"2",DOK,UA,Donetsk International Airport,Ukraine,Europe/Kiev
8710,St Gatien,,France,49.362778,0.164167,2021-03-04 22:16:27,2021-03-04 22:16:27,DOL,"1",DOL,FR,St Gatien,France,Europe/Paris
8711,Dresden Airport,,Germany,51.124332,13.766082,2021-03-04 22:16:27,2021-03-04 22:16:27,DRS,"1",DRS,DE,Dresden Airport,Germany,Europe/Berlin
8712,Robin Hood,,United Kingdom,53.481003,-1.01155,2021-03-04 22:16:27,2021-03-04 22:16:27,DSA,,DSA,GB,Robin Hood,United Kingdom,Europe/London
8713,Dortmund,,Germany,51.514828,7.613139,2021-03-04 22:16:27,2021-03-04 22:16:27,DTM,"1",DTM,DE,Dortmund,Germany,Europe/Berlin
8714,Dublin International,,Ireland,53.42728,-6.24357,2021-03-04 22:16:27,2021-03-04 22:16:27,DUB,,DUB,IE,Dublin International,Ireland,Europe/Dublin
8715,Düsseldorf International Airport,,Germany,51.278328,6.76558,2021-03-04 22:16:27,2021-03-04 22:16:27,DUS,"1",DUS,DE,Düsseldorf International Airport,Germany,Europe/Berlin
8716,Donostia - San Sebastian,,Spain,43.3564,-1.793538,2021-03-04 22:16:27,2021-03-04 22:16:27,EAS,"1",EAS,ES,Donostia - San Sebastian,Spain,Europe/Madrid
8717,Marina Di Campo,,Italy,42.766666,10.283333,2021-03-04 22:16:27,2021-03-04 22:16:27,EBA,"1",EBA,IT,Marina Di Campo,Italy,Europe/Rome
8718,Esbjerg,,Denmark,55.52143,8.549062,2021-03-04 22:16:27,2021-03-04 22:16:27,EBJ,"1",EBJ,DK,Esbjerg,Denmark,Europe/Copenhagen
8719,Boutheon,,France,45.54139,4.296944,2021-03-04 22:16:27,2021-03-04 22:16:27,EBU,"1",EBU,FR,Boutheon,France,Europe/Paris
8720,Edinburgh,,United Kingdom,55.948143,-3.364177,2021-03-04 22:16:27,2021-03-04 22:16:27,EDI,,EDI,GB,Edinburgh,United Kingdom,Europe/London
8721,Les Ajoncs,,France,46.7,-1.383333,2021-03-04 22:16:27,2021-03-04 22:16:27,EDM,"1",EDM,FR,Les Ajoncs,France,Europe/Paris
8722,Edremit/korfez,,Turkey,39.583332,27.033333,2021-03-04 22:16:27,2021-03-04 22:16:27,EDO,"3",EDO,TR,Edremit/korfez,Turkey,Europe/Istanbul
8723,Kefalonia Istland International Airport,,Greece,38.118057,20.505556,2021-03-04 22:16:28,2021-03-04 22:16:28,EFL,"2",EFL,GR,Kefalonia Istland International Airport,Greece,Europe/Athens
8724,Roumanieres,,France,44.85,0.483333,2021-03-04 22:16:28,2021-03-04 22:16:28,EGC,"1",EGC,FR,Roumanieres,France,Europe/Paris
8725,Belgorod,,Russia,50.63333,36.65,2021-03-04 22:16:28,2021-03-04 22:16:28,EGO,"3",EGO,RU,Belgorod,Russia,Europe/Moscow
8726,Eindhoven,,Netherlands,51.457954,5.391795,2021-03-04 22:16:28,2021-03-04 22:16:28,EIN,"1",EIN,NL,Eindhoven,Netherlands,Europe/Amsterdam
8727,Eskilstuna,,Sweden,59.36667,16.533333,2021-03-04 22:16:28,2021-03-04 22:16:28,EKT,"1",EKT,SE,Eskilstuna,Sweden,Europe/Stockholm
8728,East Midlands,,United Kingdom,52.82587,-1.330595,2021-03-04 22:16:28,2021-03-04 22:16:28,EMA,,NQT,GB,East Midlands,United Kingdom,Europe/London
8729,Essey,,France,48.691666,6.231667,2021-03-04 22:16:28,2021-03-04 22:16:28,ENC,"1",ETZ,FR,Essey,France,Europe/Paris
8730,Enontekio,,Finland,68.35,23.416668,2021-03-04 22:16:28,2021-03-04 22:16:28,ENF,"2",ENF,FI,Enontekio,Finland,Europe/Helsinki
8731,Enniskillen St. Angelo,,United Kingdom,54.35,-7.633333,2021-03-04 22:16:28,2021-03-04 22:16:28,ENK,,ENK,GB,Enniskillen St. Angelo,United Kingdom,Europe/London
8732,Twente,,Netherlands,52.271667,6.878333,2021-03-04 22:16:28,2021-03-04 22:16:28,ENS,"1",ENS,NL,Twente,Netherlands,Europe/Amsterdam
8733,Eday,,United Kingdom,59.183334,-2.783333,2021-03-04 22:16:28,2021-03-04 22:16:28,EOI,,EOI,GB,Eday,United Kingdom,Europe/London
8734,Mirecourt,,France,48.325832,6.069444,2021-03-04 22:16:28,2021-03-04 22:16:28,EPL,"1",EPL,FR,Mirecourt,France,Europe/Paris
8735,Parnu,,Estonia,58.418888,24.472778,2021-03-04 22:16:28,2021-03-04 22:16:28,EPU,"2",EPU,EE,Parnu,Estonia,Europe/Tallinn
8736,Erzincan,,Turkey,39.711666,39.516945,2021-03-04 22:16:28,2021-03-04 22:16:28,ERC,"3",ERC,TR,Erzincan,Turkey,Europe/Istanbul
8737,Berdyansk,,Ukraine,46.733334,36.783333,2021-03-04 22:16:28,2021-03-04 22:16:28,ERD,"2",ERD,UA,Berdyansk,Ukraine,Europe/Zaporozhye
8738,Erfurt,,Germany,50.974915,10.961163,2021-03-04 22:16:28,2021-03-04 22:16:28,ERF,"1",ERF,DE,Erfurt,Germany,Europe/Berlin
8739,Erzurum Hava Alani,,Turkey,39.955555,41.17361,2021-03-04 22:16:28,2021-03-04 22:16:28,ERZ,"3",ERZ,TR,Erzurum Hava Alani,Turkey,Europe/Istanbul
8740,Esenboga International,,Turkey,40.11494,32.993145,2021-03-04 22:16:28,2021-03-04 22:16:28,ESB,"3",ANK,TR,Esenboga International,Turkey,Europe/Istanbul
8741,Shoreham,,United Kingdom,50.833332,-0.3,2021-03-04 22:16:28,2021-03-04 22:16:28,ESH,,ESH,GB,Shoreham,United Kingdom,Europe/London
8742,Eskisehir,,Turkey,39.784138,30.582111,2021-03-04 22:16:28,2021-03-04 22:16:28,ESK,"3",ESK,TR,Eskisehir,Turkey,Europe/Istanbul
8743,Elista,,Russia,46.36667,44.333332,2021-03-04 22:16:28,2021-03-04 22:16:28,ESL,"3",ESL,RU,Elista,Russia,Europe/Moscow
8744,Essen,,Germany,51.40389,6.941667,2021-03-04 22:16:28,2021-03-04 22:16:28,ESS,"1",ESS,DE,Essen,Germany,Europe/Berlin
8745,Metz-nancy-lorraine,,France,48.98165,6.243003,2021-03-04 22:16:28,2021-03-04 22:16:28,ETZ,"1",ETZ,FR,Metz-nancy-lorraine,France,Europe/Paris
8746,Evenes,,Norway,68.496666,16.679722,2021-03-04 22:16:28,2021-03-04 22:16:28,EVE,"1",EVE,NO,Evenes,Norway,Europe/Oslo
8747,Sveg,,Sweden,62.033333,14.35,2021-03-04 22:16:28,2021-03-04 22:16:28,EVG,"1",EVG,SE,Sveg,Sweden,Europe/Stockholm
8748,Exeter,,United Kingdom,50.73111,-3.410968,2021-03-04 22:16:28,2021-03-04 22:16:28,EXT,,EXT,GB,Exeter,United Kingdom,Europe/London
8749,Elazig,,Turkey,38.608334,39.291668,2021-03-04 22:16:28,2021-03-04 22:16:28,EZS,"3",EZS,TR,Elazig,Turkey,Europe/Istanbul
8750,Farnborough,,United Kingdom,51.283333,-0.766667,2021-03-04 22:16:28,2021-03-04 22:16:28,FAB,,FAB,GB,Farnborough,United Kingdom,Europe/London
8751,Faro,,Portugal,37.020645,-7.968545,2021-03-04 22:16:28,2021-03-04 22:16:28,FAO,,FAO,PT,Faro,Portugal,Europe/Lisbon
8752,Leonardo Da Vinci (Fiumicino),,Italy,41.794594,12.250346,2021-03-04 22:16:28,2021-03-04 22:16:28,FCO,"1",ROM,IT,Leonardo Da Vinci (Fiumicino),Italy,Europe/Rome
8753,Bringeland,,Norway,61.39178,5.762073,2021-03-04 22:16:28,2021-03-04 22:16:28,FDE,"1",FDE,NO,Bringeland,Norway,Europe/Oslo
8754,Friedrichshafen,,Germany,47.672775,9.523482,2021-03-04 22:16:28,2021-03-04 22:16:28,FDH,"1",FDH,DE,Friedrichshafen,Germany,Europe/Berlin
8755,Fuerstenfeldbruck,,Germany,48.2,11.266667,2021-03-04 22:16:28,2021-03-04 22:16:28,FEL,"1",FEL,DE,Fuerstenfeldbruck,Germany,Europe/Berlin
8756,Fair Isle,,United Kingdom,59.5,-1.666667,2021-03-04 22:16:29,2021-03-04 22:16:29,FIE,,FIE,GB,Fair Isle,United Kingdom,Europe/London
8757,Karlsruhe/Baden-Baden,,Germany,48.781033,8.089752,2021-03-04 22:16:29,2021-03-04 22:16:29,FKB,"1",FKB,DE,Karlsruhe/Baden-Baden,Germany,Europe/Berlin
8758,Schaferhaus,,Germany,54.77222,9.383333,2021-03-04 22:16:29,2021-03-04 22:16:29,FLF,"1",FLF,DE,Schaferhaus,Germany,Europe/Berlin
8759,Peretola,,Italy,43.802128,11.201989,2021-03-04 22:16:29,2021-03-04 22:16:29,FLR,"1",FLR,IT,Peretola,Italy,Europe/Rome
8760,Memmingen-Allgäu,,Germany,47.98861,10.239444,2021-03-04 22:16:29,2021-03-04 22:16:29,FMM,"1",FMM,DE,Memmingen-Allgäu,Germany,Europe/Berlin
8761,Münster Osnabrück International,,Germany,52.130054,7.694928,2021-03-04 22:16:29,2021-03-04 22:16:29,FMO,"1",FMO,DE,Münster Osnabrück International,Germany,Europe/Berlin
8762,Neubrandenburg,,Germany,53.60278,13.307222,2021-03-04 22:16:29,2021-03-04 22:16:29,FNB,"1",FNB,DE,Neubrandenburg,Germany,Europe/Berlin
8763,Garons,,France,43.75,4.416667,2021-03-04 22:16:29,2021-03-04 22:16:29,FNI,"1",FNI,FR,Garons,France,Europe/Paris
8764,Gino Lisa,,Italy,41.43399,15.544367,2021-03-04 22:16:29,2021-03-04 22:16:29,FOG,"1",FOG,IT,Gino Lisa,Italy,Europe/Rome
8765,Frankfurt International Airport,,Germany,50.050735,8.570773,2021-03-04 22:16:29,2021-03-04 22:16:29,FRA,"1",FRA,DE,Frankfurt International Airport,Germany,Europe/Berlin
8766,Luigi Ridolfi,,Italy,44.19857,12.07076,2021-03-04 22:16:29,2021-03-04 22:16:29,FRL,"1",FRL,IT,Luigi Ridolfi,Italy,Europe/Rome
8767,Flora,,Norway,61.58643,5.024577,2021-03-04 22:16:29,2021-03-04 22:16:29,FRO,"1",FRO,NO,Flora,Norway,Europe/Oslo
8768,Fritzlar Airbase,,Germany,51.11667,9.266667,2021-03-04 22:16:29,2021-03-04 22:16:29,FRZ,"1",FRZ,DE,Fritzlar Airbase,Germany,Europe/Berlin
8769,Sud Corse,,France,41.498634,9.098223,2021-03-04 22:16:29,2021-03-04 22:16:29,FSC,"1",FSC,FR,Sud Corse,France,Europe/Paris
8770,Kinloss,,United Kingdom,57.65,-3.566667,2021-03-04 22:16:29,2021-03-04 22:16:29,FSS,,FSS,GB,Kinloss,United Kingdom,Europe/London
8771,Tallard,,France,44.55,6.083333,2021-03-04 22:16:29,2021-03-04 22:16:29,GAT,"1",GAT,FR,Tallard,France,Europe/Paris
8772,Guernsey,,Guernsey,49.432755,-2.595044,2021-03-04 22:16:29,2021-03-04 22:16:29,GCI,,GCI,GG,Guernsey,Guernsey,Europe/Guernsey
8773,Lech Walesa,,Poland,54.380978,18.468655,2021-03-04 22:16:29,2021-03-04 22:16:29,GDN,"1",GDN,PL,Lech Walesa,Poland,Europe/Warsaw
8774,Gallivare,,Sweden,67.134445,20.816668,2021-03-04 22:16:29,2021-03-04 22:16:29,GEV,"1",GEV,SE,Gallivare,Sweden,Europe/Stockholm
8775,North Front,,Gibraltar,36.153763,-5.349271,2021-03-04 22:16:29,2021-03-04 22:16:29,GIB,"1",GIB,GI,North Front,Gibraltar,Europe/Gibraltar
8776,Gokceada,,Turkey,40.19955,25.8837,2021-03-04 22:16:30,2021-03-04 22:16:30,GKD,"3",GKD,TR,Gokceada,Turkey,Europe/Istanbul
8777,Geilenkirchen,,Germany,50.966667,6.133333,2021-03-04 22:16:30,2021-03-04 22:16:30,GKE,"1",GKE,DE,Geilenkirchen,Germany,Europe/Berlin
8778,Glasgow International,,United Kingdom,55.864212,-4.431782,2021-03-04 22:16:30,2021-03-04 22:16:30,GLA,,GLA,GB,Glasgow International,United Kingdom,Europe/London
8779,Klanten Airport,,Norway,60.7,8.95,2021-03-04 22:16:30,2021-03-04 22:16:30,GLL,"1",GLL,NO,Klanten Airport,Norway,Europe/Oslo
8780,Gloucestershire,,United Kingdom,51.88333,-2.233333,2021-03-04 22:16:30,2021-03-04 22:16:30,GLO,,GLO,GB,Gloucestershire,United Kingdom,Europe/London
8781,Gilze-Rijen,,Netherlands,51.583332,4.75,2021-03-04 22:16:30,2021-03-04 22:16:30,GLZ,"1",GLZ,NL,Gilze-Rijen,Netherlands,Europe/Amsterdam
8782,Gomel,,Belarus,52.416668,31.0,2021-03-04 22:16:30,2021-03-04 22:16:30,GME,"3",GME,BY,Gomel,Belarus,Europe/Minsk
8783,Grodna,,Belarus,53.666668,23.8,2021-03-04 22:16:30,2021-03-04 22:16:30,GNA,"3",GNA,BY,Grodna,Belarus,Europe/Minsk
8784,Grenoble-isere Airport (St Geoirs),,France,45.359833,5.332019,2021-03-04 22:16:30,2021-03-04 22:16:30,GNB,"1",LYS,FR,Grenoble-isere Airport (St Geoirs),France,Europe/Paris
8785,Guney Anadolu Projesi,,Turkey,37.094166,38.846943,2021-03-04 22:16:30,2021-03-04 22:16:30,GNY,"3",SFQ,TR,Guney Anadolu Projesi,Turkey,Europe/Istanbul
8786,Cristoforo Colombo,,Italy,44.415066,8.85081,2021-03-04 22:16:30,2021-03-04 22:16:30,GOA,"1",GOA,IT,Cristoforo Colombo,Italy,Europe/Rome
8787,Nizhniy Novgorod,,Russia,56.218613,43.789764,2021-03-04 22:16:30,2021-03-04 22:16:30,GOJ,"3",GOJ,RU,Nizhniy Novgorod,Russia,Europe/Moscow
8788,Landvetter,,Sweden,57.66664,12.294878,2021-03-04 22:16:30,2021-03-04 22:16:30,GOT,"1",GOT,SE,Landvetter,Sweden,Europe/Stockholm
8789,Gorna Oriahovitsa,,Bulgaria,43.11667,25.666668,2021-03-04 22:16:30,2021-03-04 22:16:30,GOZ,"2",GOZ,BG,Gorna Oriahovitsa,Bulgaria,Europe/Sofia
8790,Araxos Airport,,Greece,38.25,21.733334,2021-03-04 22:16:30,2021-03-04 22:16:30,GPA,"2",GPA,GR,Araxos Airport,Greece,Europe/Athens
8791,Girona-Costa Brava,,Spain,41.89804,2.766383,2021-03-04 22:16:30,2021-03-04 22:16:30,GRO,"1",GRO,ES,Girona-Costa Brava,Spain,Europe/Madrid
8792,Eelde,,Netherlands,53.120277,6.575556,2021-03-04 22:16:30,2021-03-04 22:16:30,GRQ,"1",GRQ,NL,Eelde,Netherlands,Europe/Amsterdam
8793,Baccarini,,Italy,42.761944,11.070556,2021-03-04 22:16:30,2021-03-04 22:16:30,GRS,"1",GRS,IT,Baccarini,Italy,Europe/Rome
8794,Groznyj,,Russia,43.333332,45.75,2021-03-04 22:16:30,2021-03-04 22:16:30,GRV,"3",GRV,RU,Groznyj,Russia,Europe/Moscow
8795,Granada,,Spain,37.184727,-3.776954,2021-03-04 22:16:30,2021-03-04 22:16:30,GRX,"1",GRX,ES,Granada,Spain,Europe/Madrid
8796,Thalerhof,,Austria,46.994125,15.444928,2021-03-04 22:16:30,2021-03-04 22:16:30,GRZ,"1",GRZ,AT,Thalerhof,Austria,Europe/Vienna
8797,Gothenburg City Airport,,Sweden,57.77775,11.864513,2021-03-04 22:16:30,2021-03-04 22:16:30,GSE,"1",GOT,SE,Gothenburg City Airport,Sweden,Europe/Stockholm
8798,Guetersloh,,Germany,51.9,8.383333,2021-03-04 22:16:30,2021-03-04 22:16:30,GUT,"1",GUT,DE,Guetersloh,Germany,Europe/Berlin
8799,Geneve-cointrin,,Switzerland,46.229633,6.105774,2021-03-04 22:16:30,2021-03-04 22:16:30,GVA,"1",GVA,CH,Geneve-cointrin,Switzerland,Europe/Zurich
8800,Sandviken,,Sweden,60.593887,16.954721,2021-03-04 22:16:30,2021-03-04 22:16:30,GVX,"1",GVX,SE,Sandviken,Sweden,Europe/Stockholm
8801,Westerland - Sylt,,Germany,54.91528,8.343056,2021-03-04 22:16:30,2021-03-04 22:16:30,GWT,"1",GWT,DE,Westerland - Sylt,Germany,Europe/Berlin
8802,Carnmore,,Ireland,53.283333,-9.033333,2021-03-04 22:16:30,2021-03-04 22:16:30,GWY,,GWY,IE,Carnmore,Ireland,Europe/Dublin
8803,Gazipasa Airport,,Turkey,36.2993,32.3014,2021-03-04 22:16:30,2021-03-04 22:16:30,GZP,"3",GZP,TR,Gazipasa Airport,Turkey,Europe/Istanbul
8804,Gaziantep,,Turkey,36.944935,37.473747,2021-03-04 22:16:30,2021-03-04 22:16:30,GZT,"3",GZT,TR,Gaziantep,Turkey,Europe/Istanbul
8805,Hasvik,,Norway,70.46667,22.15,2021-03-04 22:16:30,2021-03-04 22:16:30,HAA,"1",HAA,NO,Hasvik,Norway,Europe/Oslo
8806,Halmstad,,Sweden,56.680935,12.815005,2021-03-04 22:16:30,2021-03-04 22:16:30,HAD,"1",HAD,SE,Halmstad,Sweden,Europe/Stockholm
8807,Hanover Airport,,Germany,52.459255,9.694766,2021-03-04 22:16:30,2021-03-04 22:16:30,HAJ,"1",HAJ,DE,Hanover Airport,Germany,Europe/Berlin
8808,Hamburg Airport,,Germany,53.63128,10.006414,2021-03-04 22:16:30,2021-03-04 22:16:30,HAM,"1",HAM,DE,Hamburg Airport,Germany,Europe/Berlin
8809,Haugesund,,Norway,59.344765,5.215903,2021-03-04 22:16:30,2021-03-04 22:16:30,HAU,"1",HAU,NO,Haugesund,Norway,Europe/Oslo
8810,Haverfordwest,,United Kingdom,51.8,-4.966667,2021-03-04 22:16:30,2021-03-04 22:16:30,HAW,,HAW,GB,Haverfordwest,United Kingdom,Europe/London
8811,Heringsdorf,,Germany,53.87825,14.138242,2021-03-04 22:16:30,2021-03-04 22:16:30,HDF,"1",HDF,DE,Heringsdorf,Germany,Europe/Berlin
8812,Helsinki-vantaa,,Finland,60.31795,24.96645,2021-03-04 22:16:30,2021-03-04 22:16:30,HEL,"2",HEL,FI,Helsinki-vantaa,Finland,Europe/Helsinki
8813,Helsinki-malmi,,Finland,60.25,25.05,2021-03-04 22:16:30,2021-03-04 22:16:30,HEM,"2",HEL,FI,Helsinki-malmi,Finland,Europe/Helsinki
8814,Nikos Kazantzakis Airport,,Greece,35.33663,25.174192,2021-03-04 22:16:30,2021-03-04 22:16:30,HER,"2",HER,GR,Nikos Kazantzakis Airport,Greece,Europe/Athens
8815,Hagfors,,Sweden,60.0175,13.569167,2021-03-04 22:16:30,2021-03-04 22:16:30,HFS,"1",HFS,SE,Hagfors,Sweden,Europe/Stockholm
8816,Hammerfest,,Norway,70.67999,23.675867,2021-03-04 22:16:30,2021-03-04 22:16:30,HFT,"1",HFT,NO,Hammerfest,Norway,Europe/Oslo
8817,Helgoland,,Germany,54.186943,7.916667,2021-03-04 22:16:30,2021-03-04 22:16:30,HGL,"1",HGL,DE,Helgoland,Germany,Europe/Berlin
8818,Frankfurt-Hahn,,Germany,49.948334,7.264167,2021-03-04 22:16:30,2021-03-04 22:16:30,HHN,"1",FRA,DE,Frankfurt-Hahn,Germany,Europe/Berlin
8819,Haskovo,,Bulgaria,41.933334,25.55,2021-03-04 22:16:30,2021-03-04 22:16:30,HKV,"2",HKV,BG,Haskovo,Bulgaria,Europe/Sofia
8820,Hultsfred - Vimmerby,,Sweden,57.52639,15.827778,2021-03-04 22:16:30,2021-03-04 22:16:30,HLF,"1",HLF,SE,Hultsfred - Vimmerby,Sweden,Europe/Stockholm
8821,Khmelnitskiy,,Ukraine,49.416668,27.0,2021-03-04 22:16:31,2021-03-04 22:16:31,HMJ,"2",HMJ,UA,Khmelnitskiy,Ukraine,Europe/Kiev
8822,Hamar Airport,,Norway,60.8,11.116667,2021-03-04 22:16:31,2021-03-04 22:16:31,HMR,"1",HMR,NO,Hamar Airport,Norway,Europe/Oslo
8823,Hemavan,,Sweden,65.727776,15.273056,2021-03-04 22:16:31,2021-03-04 22:16:31,HMV,"1",HMV,SE,Hemavan,Sweden,Europe/Stockholm
8824,Hohenems-Dornbirn,,Austria,47.38333,9.7,2021-03-04 22:16:31,2021-03-04 22:16:31,HOH,"1",HOH,AT,Hohenems-Dornbirn,Austria,Europe/Vienna
8825,Hof,,Germany,50.289165,11.862222,2021-03-04 22:16:31,2021-03-04 22:16:31,HOQ,"1",HOQ,DE,Hof,Germany,Europe/Berlin
8826,Hovden,,Norway,62.179787,6.078802,2021-03-04 22:16:31,2021-03-04 22:16:31,HOV,"1",HOV,NO,Hovden,Norway,Europe/Oslo
8827,Kharkov,,Ukraine,49.92078,36.281185,2021-03-04 22:16:31,2021-03-04 22:16:31,HRK,"2",HRK,UA,Kharkov,Ukraine,Europe/Kiev
8828,Linton-On-Ouse,,United Kingdom,54.0,-1.55,2021-03-04 22:16:31,2021-03-04 22:16:31,HRT,,HRT,GB,Linton-On-Ouse,United Kingdom,Europe/London
8829,Huesca-Pirineos,,Spain,42.08093,-0.323469,2021-03-04 22:16:31,2021-03-04 22:16:31,HSK,"1",HSK,ES,Huesca-Pirineos,Spain,Europe/Madrid
8830,Hatay,,Turkey,36.364544,36.28057,2021-03-04 22:16:31,2021-03-04 22:16:31,HTY,"3",HTY,TR,Hatay,Turkey,Europe/Istanbul
8831,Humberside International,,United Kingdom,53.583378,-0.34851,2021-03-04 22:16:31,2021-03-04 22:16:31,HUY,,HUY,GB,Humberside International,United Kingdom,Europe/London
8832,Valan,,Norway,70.98333,25.833332,2021-03-04 22:16:31,2021-03-04 22:16:31,HVG,"1",HVG,NO,Valan,Norway,Europe/Oslo
8833,Hyvinkaa,,Finland,60.654167,24.884443,2021-03-04 22:16:31,2021-03-04 22:16:31,HYV,"2",HYV,FI,Hyvinkaa,Finland,Europe/Helsinki
8834,Merville/Calonne,,France,50.61667,2.65,2021-03-04 22:16:31,2021-03-04 22:16:31,HZB,"1",HZB,FR,Merville/Calonne,France,Europe/Paris
8835,Yaroslavl,,Russia,57.61667,39.88333,2021-03-04 22:16:31,2021-03-04 22:16:31,IAR,"3",IAR,RU,Yaroslavl,Russia,Europe/Moscow
8836,Iasi,,Romania,47.176987,27.616993,2021-03-04 22:16:31,2021-03-04 22:16:31,IAS,"2",IAS,RO,Iasi,Romania,Europe/Bucharest
